Year,State,Crime_Category,Crime_Type,Cases,Level
2019,Melaka,Property,Theft Other,593,Subcategory
2019,Melaka,Property,Theft Vehicle,827,Subcategory
2019,Negeri Sembilan,Assault,Assault,778,Main
2019,Negeri Sembilan,Property,Property,2549,Main
2019,Negeri Sembilan,Assault,Causing Injury,258,Subcategory
2019,Negeri Sembilan,Assault,Murder,10,Subcategory
2019,Negeri Sembilan,Assault,Rape,56,Subcategory
2019,Negeri Sembilan,Assault,Robbery Gang,282,Subcategory
2019,Negeri Sembilan,Assault,Robbery Solo,172,Subcategory
2019,Negeri Sembilan,Property,Break In,765,Subcategory
2019,Negeri Sembilan,Property,Theft Other,944,Subcategory
2019,Negeri Sembilan,Property,Theft Vehicle,840,Subcategory
2019,Pahang,Assault,Assault,595,Main
2019,Pahang,Property,Property,2676,Main
2019,Pahang,Assault,Causing Injury,226,Subcategory
2019,Pahang,Assault,Murder,16,Subcategory
2019,Pahang,Assault,Rape,114,Subcategory
2019,Pahang,Assault,Robbery Gang,153,Subcategory
2019,Pahang,Assault,Robbery Solo,86,Subcategory
2019,Pahang,Property,Break In,718,Subcategory
2019,Pahang,Property,Theft Other,1086,Subcategory
2019,Pahang,Property,Theft Vehicle,872,Subcategory
2019,Perak,Assault,Assault,1103,Main
2019,Perak,Property,Property,3809,Main
2019,Perak,Assault,Causing Injury,419,Subcategory
2019,Perak,Assault,Murder,31,Subcategory
2019,Perak,Assault,Rape,102,Subcategory
2019,Perak,Assault,Robbery Gang,384,Subcategory
2019,Perak,Assault,Robbery Solo,167,Subcategory
2019,Perak,Property,Break In,1064,Subcategory
2019,Perak,Property,Theft Other,1091,Subcategory
2019,Perak,Property,Theft Vehicle,1654,Subcategory
2019,Perlis,Assault,Assault,121,Main
2019,Perlis,Property,Property,406,Main
2019,Perlis,Assault,Causing Injury,60,Subcategory
2019,Perlis,Assault,Murder,1,Subcategory
2019,Perlis,Assault,Rape,24,Subcategory
2019,Perlis,Assault,Robbery Gang,15,Subcategory
2019,Perlis,Assault,Robbery Solo,21,Subcategory
2019,Perlis,Property,Break In,111,Subcategory
2019,Perlis,Property,Theft Other,187,Subcategory
2019,Perlis,Property,Theft Vehicle,108,Subcategory
2019,Pulau Pinang,Assault,Assault,1056,Main
2019,Pulau Pinang,Property,Property,4162,Main
2019,Pulau Pinang,Assault,Causing Injury,341,Subcategory
2019,Pulau Pinang,Assault,Murder,15,Subcategory
2019,Pulau Pinang,Assault,Rape,80,Subcategory
2019,Pulau Pinang,Assault,Robbery Gang,402,Subcategory
2019,Pulau Pinang,Assault,Robbery Solo,218,Subcategory
2019,Pulau Pinang,Property,Break In,1036,Subcategory
2019,Pulau Pinang,Property,Theft Other,1035,Subcategory
2019,Pulau Pinang,Property,Theft Vehicle,2091,Subcategory
2019,Sabah,Assault,Assault,639,Main
2019,Sabah,Property,Property,5106,Main
2019,Sabah,Assault,Causing Injury,221,Subcategory
2019,Sabah,Assault,Murder,28,Subcategory
2019,Sabah,Assault,Rape,219,Subcategory
2019,Sabah,Assault,Robbery Gang,81,Subcategory
2019,Sabah,Assault,Robbery Solo,90,Subcategory
2019,Sabah,Property,Break In,1806,Subcategory
2019,Sabah,Property,Theft Other,2627,Subcategory
2019,Sabah,Property,Theft Vehicle,673,Subcategory
2019,Sarawak,Assault,Assault,898,Main
2019,Sarawak,Property,Property,5125,Main
2019,Sarawak,Assault,Causing Injury,335,Subcategory
2019,Sarawak,Assault,Murder,27,Subcategory
2019,Sarawak,Assault,Rape,149,Subcategory
2019,Sarawak,Assault,Robbery Gang,248,Subcategory
2019,Sarawak,Assault,Robbery Solo,139,Subcategory
2019,Sarawak,Property,Break In,1623,Subcategory
2019,Sarawak,Property,Theft Other,1644,Subcategory
2019,Sarawak,Property,Theft Vehicle,1858,Subcategory
2019,Selangor,Assault,Assault,4302,Main
2019,Selangor,Property,Property,15498,Main
2019,Selangor,Assault,Causing Injury,960,Subcategory
2019,Selangor,Assault,Murder,90,Subcategory
2019,Selangor,Assault,Rape,346,Subcategory
2019,Selangor,Assault,Robbery Gang,1983,Subcategory
2019,Selangor,Assault,Robbery Solo,923,Subcategory
2019,Selangor,Property,Break In,3679,Subcategory
2019,Selangor,Property,Theft Other,3517,Subcategory
2019,Selangor,Property,Theft Vehicle,8302,Subcategory
2019,Terengganu,Assault,Assault,293,Main
2019,Terengganu,Property,Property,1577,Main
2019,Terengganu,Assault,Causing Injury,118,Subcategory
2019,Terengganu,Assault,Murder,1,Subcategory
2019,Terengganu,Assault,Rape,80,Subcategory
2019,Terengganu,Assault,Robbery Gang,50,Subcategory
2019,Terengganu,Assault,Robbery Solo,44,Subcategory
2019,Terengganu,Property,Break In,496,Subcategory
2019,Terengganu,Property,Theft Other,524,Subcategory
2019,Terengganu,Property,Theft Vehicle,557,Subcategory
2019,W.P. Kuala Lumpur,Assault,Assault,2914,Main
2019,W.P. Kuala Lumpur,Property,Property,8258,Main
2019,W.P. Kuala Lumpur,Assault,Causing Injury,505,Subcategory
2019,W.P. Kuala Lumpur,Assault,Murder,22,Subcategory
2019,W.P. Kuala Lumpur,Assault,Rape,122,Subcategory
2019,W.P. Kuala Lumpur,Assault,Robbery Gang,1173,Subcategory
2019,W.P. Kuala Lumpur,Assault,Robbery Solo,1092,Subcategory
2019,W.P. Kuala Lumpur,Property,Break In,1087,Subcategory
2019,W.P. Kuala Lumpur,Property,Theft Other,2731,Subcategory
2019,W.P. Kuala Lumpur,Property,Theft Vehicle,4440,Subcategory
2019,W.P. Labuan,Assault,Assault,20,Main
2019,W.P. Labuan,Property,Property,232,Main
2019,W.P. Labuan,Assault,Causing Injury,9,Subcategory
2019,W.P. Labuan,Assault,Murder,0,Subcategory
2019,W.P. Labuan,Assault,Rape,6,Subcategory
2019,W.P. Labuan,Assault,Robbery Gang,3,Subcategory
2019,W.P. Labuan,Assault,Robbery Solo,2,Subcategory
2019,W.P. Labuan,Property,Break In,56,Subcategory
2019,W.P. Labuan,Property,Theft Other,166,Subcategory
2019,W.P. Labuan,Property,Theft Vehicle,10,Subcategory
2019,W.P. Putrajaya,Assault,Assault,23,Main
2019,W.P. Putrajaya,Property,Property,223,Main
2019,W.P. Putrajaya,Assault,Causing Injury,6,Subcategory
2019,W.P. Putrajaya,Assault,Murder,0,Subcategory
2019,W.P. Putrajaya,Assault,Rape,4,Subcategory
2019,W.P. Putrajaya,Assault,Robbery Gang,8,Subcategory
2019,W.P. Putrajaya,Assault,Robbery Solo,5,Subcategory
2019,W.P. Putrajaya,Property,Break In,43,Subcategory
2019,W.P. Putrajaya,Property,Theft Other,95,Subcategory
2019,W.P. Putrajaya,Property,Theft Vehicle,85,Subcategory
2020,Johor,Assault,Assault,1384,Main
2020,Johor,Property,Property,5966,Main
2020,Johor,Assault,Causing Injury,447,Subcategory
2020,Johor,Assault,Murder,36,Subcategory
2020,Johor,Assault,Rape,164,Subcategory
2020,Johor,Assault,Robbery Gang,258,Subcategory
2020,Johor,Assault,Robbery Solo,479,Subcategory
2020,Johor,Property,Break In,1273,Subcategory
2020,Johor,Property,Theft Other,1403,Subcategory
2020,Johor,Property,Theft Vehicle,3290,Subcategory
2020,Kedah,Assault,Assault,674,Main
2020,Kedah,Property,Property,3457,Main
2020,Kedah,Assault,Causing Injury,272,Subcategory
2020,Kedah,Assault,Murder,13,Subcategory
2020,Kedah,Assault,Rape,119,Subcategory
2020,Kedah,Assault,Robbery Gang,103,Subcategory
2020,Kedah,Assault,Robbery Solo,167,Subcategory
2020,Kedah,Property,Break In,980,Subcategory
2020,Kedah,Property,Theft Other,797,Subcategory
2020,Kedah,Property,Theft Vehicle,1680,Subcategory
2020,Kelantan,Assault,Assault,504,Main
2020,Kelantan,Property,Property,2027,Main
2020,Kelantan,Assault,Causing Injury,211,Subcategory
2020,Kelantan,Assault,Murder,13,Subcategory
2020,Kelantan,Assault,Rape,108,Subcategory
2020,Kelantan,Assault,Robbery Gang,81,Subcategory
2020,Kelantan,Assault,Robbery Solo,91,Subcategory
2020,Kelantan,Property,Break In,626,Subcategory
2020,Kelantan,Property,Theft Other,560,Subcategory
2020,Kelantan,Property,Theft Vehicle,841,Subcategory
2020,Melaka,Assault,Assault,366,Main
2020,Melaka,Property,Property,1428,Main
2020,Melaka,Assault,Causing Injury,149,Subcategory
2020,Melaka,Assault,Murder,6,Subcategory
2020,Melaka,Assault,Rape,53,Subcategory
2020,Melaka,Assault,Robbery Gang,77,Subcategory
2020,Melaka,Assault,Robbery Solo,81,Subcategory
2020,Melaka,Property,Break In,487,Subcategory
2020,Melaka,Property,Theft Other,476,Subcategory
2020,Melaka,Property,Theft Vehicle,465,Subcategory
2020,Negeri Sembilan,Assault,Assault,525,Main
2020,Negeri Sembilan,Property,Property,1906,Main
2020,Negeri Sembilan,Assault,Causing Injury,213,Subcategory
2020,Negeri Sembilan,Assault,Murder,8,Subcategory
2020,Negeri Sembilan,Assault,Rape,75,Subcategory
2020,Negeri Sembilan,Assault,Robbery Gang,90,Subcategory
2020,Negeri Sembilan,Assault,Robbery Solo,139,Subcategory
2020,Negeri Sembilan,Property,Break In,660,Subcategory
2020,Negeri Sembilan,Property,Theft Other,697,Subcategory
2020,Negeri Sembilan,Property,Theft Vehicle,549,Subcategory
2020,Pahang,Assault,Assault,405,Main
2020,Pahang,Property,Property,1926,Main
2020,Pahang,Assault,Causing Injury,155,Subcategory
2020,Pahang,Assault,Murder,8,Subcategory
2020,Pahang,Assault,Rape,98,Subcategory
2020,Pahang,Assault,Robbery Gang,58,Subcategory
2020,Pahang,Assault,Robbery Solo,86,Subcategory
2020,Pahang,Property,Break In,604,Subcategory
2020,Pahang,Property,Theft Other,712,Subcategory
2020,Pahang,Property,Theft Vehicle,610,Subcategory
2020,Perak,Assault,Assault,789,Main
2020,Perak,Property,Property,2599,Main
2020,Perak,Assault,Causing Injury,322,Subcategory
2020,Perak,Assault,Murder,22,Subcategory
2020,Perak,Assault,Rape,74,Subcategory
2020,Perak,Assault,Robbery Gang,126,Subcategory
2020,Perak,Assault,Robbery Solo,245,Subcategory
2020,Perak,Property,Break In,666,Subcategory
2020,Perak,Property,Theft Other,788,Subcategory
2020,Perak,Property,Theft Vehicle,1145,Subcategory
2020,Perlis,Assault,Assault,81,Main
2020,Perlis,Property,Property,412,Main
2020,Perlis,Assault,Causing Injury,40,Subcategory
2020,Perlis,Assault,Murder,2,Subcategory
2020,Perlis,Assault,Rape,19,Subcategory
2020,Perlis,Assault,Robbery Gang,9,Subcategory
2020,Perlis,Assault,Robbery Solo,11,Subcategory
2020,Perlis,Property,Break In,155,Subcategory
2020,Perlis,Property,Theft Other,158,Subcategory
2020,Perlis,Property,Theft Vehicle,99,Subcategory
2020,Pulau Pinang,Assault,Assault,842,Main
2020,Pulau Pinang,Property,Property,3011,Main
2020,Pulau Pinang,Assault,Causing Injury,313,Subcategory
2020,Pulau Pinang,Assault,Murder,16,Subcategory
2020,Pulau Pinang,Assault,Rape,88,Subcategory
2020,Pulau Pinang,Assault,Robbery Gang,168,Subcategory
2020,Pulau Pinang,Assault,Robbery Solo,257,Subcategory
2020,Pulau Pinang,Property,Break In,736,Subcategory
2020,Pulau Pinang,Property,Theft Other,859,Subcategory
2020,Pulau Pinang,Property,Theft Vehicle,1416,Subcategory
2020,Sabah,Assault,Assault,483,Main
2020,Sabah,Property,Property,3316,Main
2020,Sabah,Assault,Causing Injury,176,Subcategory
2020,Sabah,Assault,Murder,24,Subcategory
2020,Sabah,Assault,Rape,153,Subcategory
2020,Sabah,Assault,Robbery Gang,77,Subcategory
2020,Sabah,Assault,Robbery Solo,53,Subcategory
2020,Sabah,Property,Break In,1332,Subcategory
2020,Sabah,Property,Theft Other,1553,Subcategory
2020,Sabah,Property,Theft Vehicle,431,Subcategory
2020,Sarawak,Assault,Assault,761,Main
2020,Sarawak,Property,Property,5089,Main
2020,Sarawak,Assault,Causing Injury,327,Subcategory
2020,Sarawak,Assault,Murder,8,Subcategory
2020,Sarawak,Assault,Rape,138,Subcategory
2020,Sarawak,Assault,Robbery Gang,111,Subcategory
2020,Sarawak,Assault,Robbery Solo,177,Subcategory
2020,Sarawak,Property,Break In,1946,Subcategory
2020,Sarawak,Property,Theft Other,2065,Subcategory
2020,Sarawak,Property,Theft Vehicle,1078,Subcategory
2020,Selangor,Assault,Assault,4239,Main
2020,Selangor,Property,Property,13033,Main
2020,Selangor,Assault,Causing Injury,997,Subcategory
2020,Selangor,Assault,Murder,69,Subcategory
2020,Selangor,Assault,Rape,341,Subcategory
2020,Selangor,Assault,Robbery Gang,1127,Subcategory
2020,Selangor,Assault,Robbery Solo,1705,Subcategory
2020,Selangor,Property,Break In,3025,Subcategory
2020,Selangor,Property,Theft Other,3753,Subcategory
2020,Selangor,Property,Theft Vehicle,6255,Subcategory
2020,Terengganu,Assault,Assault,278,Main
2020,Terengganu,Property,Property,1821,Main
2020,Terengganu,Assault,Causing Injury,118,Subcategory
2020,Terengganu,Assault,Murder,3,Subcategory
2020,Terengganu,Assault,Rape,64,Subcategory
2020,Terengganu,Assault,Robbery Gang,41,Subcategory
2020,Terengganu,Assault,Robbery Solo,52,Subcategory
2020,Terengganu,Property,Break In,601,Subcategory
2020,Terengganu,Property,Theft Other,847,Subcategory
2020,Terengganu,Property,Theft Vehicle,373,Subcategory
2020,W.P. Kuala Lumpur,Assault,Assault,1948,Main
2020,W.P. Kuala Lumpur,Property,Property,6353,Main
2020,W.P. Kuala Lumpur,Assault,Causing Injury,378,Subcategory
2020,W.P. Kuala Lumpur,Assault,Murder,25,Subcategory
2020,W.P. Kuala Lumpur,Assault,Rape,88,Subcategory
2020,W.P. Kuala Lumpur,Assault,Robbery Gang,672,Subcategory
2020,W.P. Kuala Lumpur,Assault,Robbery Solo,785,Subcategory
2020,W.P. Kuala Lumpur,Property,Break In,949,Subcategory
2020,W.P. Kuala Lumpur,Property,Theft Other,2057,Subcategory
2020,W.P. Kuala Lumpur,Property,Theft Vehicle,3347,Subcategory
2020,W.P. Labuan,Assault,Assault,22,Main
2020,W.P. Labuan,Property,Property,163,Main
2020,W.P. Labuan,Assault,Causing Injury,8,Subcategory
2020,W.P. Labuan,Assault,Murder,0,Subcategory
2020,W.P. Labuan,Assault,Rape,7,Subcategory
2020,W.P. Labuan,Assault,Robbery Gang,5,Subcategory
2020,W.P. Labuan,Assault,Robbery Solo,2,Subcategory
2020,W.P. Labuan,Property,Break In,59,Subcategory
2020,W.P. Labuan,Property,Theft Other,97,Subcategory
2020,W.P. Labuan,Property,Theft Vehicle,7,Subcategory
2020,W.P. Putrajaya,Assault,Assault,11,Main
2020,W.P. Putrajaya,Property,Property,120,Main
2020,W.P. Putrajaya,Assault,Causing Injury,5,Subcategory
2020,W.P. Putrajaya,Assault,Murder,0,Subcategory
2020,W.P. Putrajaya,Assault,Rape,2,Subcategory
2020,W.P. Putrajaya,Assault,Robbery Gang,2,Subcategory
2020,W.P. Putrajaya,Assault,Robbery Solo,2,Subcategory
2020,W.P. Putrajaya,Property,Break In,30,Subcategory
2020,W.P. Putrajaya,Property,Theft Other,48,Subcategory
2020,W.P. Putrajaya,Property,Theft Vehicle,42,Subcategory
2021,Johor,Assault,Assault,925,Main
2021,Johor,Property,Property,3440,Main
2021,Johor,Assault,Causing Injury,365,Subcategory
2021,Johor,Assault,Murder,21,Subcategory
2021,Johor,Assault,Rape,144,Subcategory
2021,Johor,Assault,Robbery Gang,257,Subcategory
2021,Johor,Assault,Robbery Solo,138,Subcategory
2021,Johor,Property,Break In,883,Subcategory
2021,Johor,Property,Theft Other,942,Subcategory
2021,Johor,Property,Theft Vehicle,1615,Subcategory
2021,Kedah,Assault,Assault,734,Main
2021,Kedah,Property,Property,3067,Main
2021,Kedah,Assault,Causing Injury,274,Subcategory
2021,Kedah,Assault,Murder,11,Subcategory
2021,Kedah,Assault,Rape,148,Subcategory
2021,Kedah,Assault,Robbery Gang,191,Subcategory
2021,Kedah,Assault,Robbery Solo,110,Subcategory
2021,Kedah,Property,Break In,989,Subcategory
2021,Kedah,Property,Theft Other,831,Subcategory
2021,Kedah,Property,Theft Vehicle,1247,Subcategory
2021,Kelantan,Assault,Assault,426,Main
2021,Kelantan,Property,Property,1591,Main
2021,Kelantan,Assault,Causing Injury,201,Subcategory
2021,Kelantan,Assault,Murder,8,Subcategory
2021,Kelantan,Assault,Rape,107,Subcategory
2021,Kelantan,Assault,Robbery Gang,68,Subcategory
2021,Kelantan,Assault,Robbery Solo,42,Subcategory
2021,Kelantan,Property,Break In,483,Subcategory
2021,Kelantan,Property,Theft Other,548,Subcategory
2021,Kelantan,Property,Theft Vehicle,560,Subcategory
2021,Melaka,Assault,Assault,311,Main
2021,Melaka,Property,Property,999,Main
2021,Melaka,Assault,Causing Injury,170,Subcategory
2021,Melaka,Assault,Murder,4,Subcategory
2021,Melaka,Assault,Rape,41,Subcategory
2021,Melaka,Assault,Robbery Gang,44,Subcategory
2021,Melaka,Assault,Robbery Solo,52,Subcategory
2021,Melaka,Property,Break In,315,Subcategory
2021,Melaka,Property,Theft Other,376,Subcategory
2021,Melaka,Property,Theft Vehicle,308,Subcategory
2021,Negeri Sembilan,Assault,Assault,434,Main
2021,Negeri Sembilan,Property,Property,1401,Main
2021,Negeri Sembilan,Assault,Causing Injury,221,Subcategory
2021,Negeri Sembilan,Assault,Murder,11,Subcategory
2021,Negeri Sembilan,Assault,Rape,54,Subcategory
2021,Negeri Sembilan,Assault,Robbery Gang,71,Subcategory
2021,Negeri Sembilan,Assault,Robbery Solo,77,Subcategory
2021,Negeri Sembilan,Property,Break In,380,Subcategory
2021,Negeri Sembilan,Property,Theft Other,627,Subcategory
2021,Negeri Sembilan,Property,Theft Vehicle,394,Subcategory
2021,Pahang,Assault,Assault,413,Main
2021,Pahang,Property,Property,1643,Main
2021,Pahang,Assault,Causing Injury,204,Subcategory
2021,Pahang,Assault,Murder,11,Subcategory
2021,Pahang,Assault,Rape,113,Subcategory
2021,Pahang,Assault,Robbery Gang,40,Subcategory
2021,Pahang,Assault,Robbery Solo,45,Subcategory
2021,Pahang,Property,Break In,478,Subcategory
2021,Pahang,Property,Theft Other,771,Subcategory
2021,Pahang,Property,Theft Vehicle,394,Subcategory
2021,Perak,Assault,Assault,747,Main
2021,Perak,Property,Property,2178,Main
2021,Perak,Assault,Causing Injury,335,Subcategory
2021,Perak,Assault,Murder,27,Subcategory
2021,Perak,Assault,Rape,96,Subcategory
2021,Perak,Assault,Robbery Gang,179,Subcategory
2021,Perak,Assault,Robbery Solo,110,Subcategory
2021,Perak,Property,Break In,614,Subcategory
2021,Perak,Property,Theft Other,811,Subcategory
2021,Perak,Property,Theft Vehicle,753,Subcategory
2021,Perlis,Assault,Assault,80,Main
2021,Perlis,Property,Property,356,Main
2021,Perlis,Assault,Causing Injury,38,Subcategory
2021,Perlis,Assault,Murder,2,Subcategory
2021,Perlis,Assault,Rape,28,Subcategory
2021,Perlis,Assault,Robbery Gang,7,Subcategory
2021,Perlis,Assault,Robbery Solo,5,Subcategory
2021,Perlis,Property,Break In,102,Subcategory
2021,Perlis,Property,Theft Other,195,Subcategory
2021,Perlis,Property,Theft Vehicle,59,Subcategory
2021,Pulau Pinang,Assault,Assault,931,Main
2021,Pulau Pinang,Property,Property,2899,Main
2021,Pulau Pinang,Assault,Causing Injury,379,Subcategory
2021,Pulau Pinang,Assault,Murder,13,Subcategory
2021,Pulau Pinang,Assault,Rape,88,Subcategory
2021,Pulau Pinang,Assault,Robbery Gang,260,Subcategory
2021,Pulau Pinang,Assault,Robbery Solo,191,Subcategory
2021,Pulau Pinang,Property,Break In,785,Subcategory
2021,Pulau Pinang,Property,Theft Other,1234,Subcategory
2021,Pulau Pinang,Property,Theft Vehicle,880,Subcategory
2021,Sabah,Assault,Assault,414,Main
2021,Sabah,Property,Property,3014,Main
2021,Sabah,Assault,Causing Injury,148,Subcategory
2021,Sabah,Assault,Murder,15,Subcategory
2021,Sabah,Assault,Rape,140,Subcategory
2021,Sabah,Assault,Robbery Gang,50,Subcategory
2021,Sabah,Assault,Robbery Solo,61,Subcategory
2021,Sabah,Property,Break In,1122,Subcategory
2021,Sabah,Property,Theft Other,1534,Subcategory
2021,Sabah,Property,Theft Vehicle,358,Subcategory
2021,Sarawak,Assault,Assault,593,Main
2021,Sarawak,Property,Property,3701,Main
2021,Sarawak,Assault,Causing Injury,296,Subcategory
2021,Sarawak,Assault,Murder,25,Subcategory
2021,Sarawak,Assault,Rape,124,Subcategory
2021,Sarawak,Assault,Robbery Gang,90,Subcategory
2021,Sarawak,Assault,Robbery Solo,58,Subcategory
2021,Sarawak,Property,Break In,1163,Subcategory
2021,Sarawak,Property,Theft Other,1876,Subcategory
2021,Sarawak,Property,Theft Vehicle,662,Subcategory
2021,Selangor,Assault,Assault,3805,Main
2021,Selangor,Property,Property,11102,Main
2021,Selangor,Assault,Causing Injury,987,Subcategory
2021,Selangor,Assault,Murder,80,Subcategory
2021,Selangor,Assault,Rape,320,Subcategory
2021,Selangor,Assault,Robbery Gang,1319,Subcategory
2021,Selangor,Assault,Robbery Solo,1099,Subcategory
2021,Selangor,Property,Break In,2801,Subcategory
2021,Selangor,Property,Theft Other,4420,Subcategory
2021,Selangor,Property,Theft Vehicle,3881,Subcategory
2021,Terengganu,Assault,Assault,224,Main
2021,Terengganu,Property,Property,1370,Main
2021,Terengganu,Assault,Causing Injury,101,Subcategory
2021,Terengganu,Assault,Murder,4,Subcategory
2021,Terengganu,Assault,Rape,68,Subcategory
2021,Terengganu,Assault,Robbery Gang,22,Subcategory
2021,Terengganu,Assault,Robbery Solo,29,Subcategory
2021,Terengganu,Property,Break In,480,Subcategory
2021,Terengganu,Property,Theft Other,596,Subcategory
2021,Terengganu,Property,Theft Vehicle,294,Subcategory
2021,W.P. Kuala Lumpur,Assault,Assault,1458,Main
2021,W.P. Kuala Lumpur,Property,Property,4718,Main
2021,W.P. Kuala Lumpur,Assault,Causing Injury,344,Subcategory
2021,W.P. Kuala Lumpur,Assault,Murder,11,Subcategory
2021,W.P. Kuala Lumpur,Assault,Rape,82,Subcategory
2021,W.P. Kuala Lumpur,Assault,Robbery Gang,478,Subcategory
2021,W.P. Kuala Lumpur,Assault,Robbery Solo,543,Subcategory
2021,W.P. Kuala Lumpur,Property,Break In,757,Subcategory
2021,W.P. Kuala Lumpur,Property,Theft Other,1934,Subcategory
2021,W.P. Kuala Lumpur,Property,Theft Vehicle,2027,Subcategory
2021,W.P. Labuan,Assault,Assault,17,Main
2021,W.P. Labuan,Property,Property,124,Main
2021,W.P. Labuan,Assault,Causing Injury,5,Subcategory
2021,W.P. Labuan,Assault,Murder,0,Subcategory
2021,W.P. Labuan,Assault,Rape,9,Subcategory
2021,W.P. Labuan,Assault,Robbery Gang,1,Subcategory
2021,W.P. Labuan,Assault,Robbery Solo,2,Subcategory
2021,W.P. Labuan,Property,Break In,37,Subcategory
2021,W.P. Labuan,Property,Theft Other,81,Subcategory
2021,W.P. Labuan,Property,Theft Vehicle,6,Subcategory
2021,W.P. Putrajaya,Assault,Assault,8,Main
2021,W.P. Putrajaya,Property,Property,83,Main
2021,W.P. Putrajaya,Assault,Causing Injury,1,Subcategory
2021,W.P. Putrajaya,Assault,Murder,0,Subcategory
2021,W.P. Putrajaya,Assault,Rape,6,Subcategory
2021,W.P. Putrajaya,Assault,Robbery Gang,1,Subcategory
2021,W.P. Putrajaya,Assault,Robbery Solo,0,Subcategory
2021,W.P. Putrajaya,Property,Break In,21,Subcategory
2021,W.P. Putrajaya,Property,Theft Other,42,Subcategory
2021,W.P. Putrajaya,Property,Theft Vehicle,20,Subcategory
2022,Johor,Assault,Assault,973,Main
2022,Johor,Property,Property,3489,Main
2022,Johor,Assault,Causing Injury,333,Subcategory
2022,Johor,Assault,Murder,30,Subcategory
2022,Johor,Assault,Rape,147,Subcategory
2022,Johor,Assault,Robbery Gang,270,Subcategory
2022,Johor,Assault,Robbery Solo,193,Subcategory
2022,Johor,Property,Break In,767,Subcategory
2022,Johor,Property,Theft Other,1041,Subcategory
2022,Johor,Property,Theft Vehicle,1681,Subcategory
2022,Kedah,Assault,Assault,893,Main
2022,Kedah,Property,Property,3758,Main
2022,Kedah,Assault,Causing Injury,302,Subcategory
2022,Kedah,Assault,Murder,15,Subcategory
2022,Kedah,Assault,Rape,159,Subcategory
2022,Kedah,Assault,Robbery Gang,217,Subcategory
2022,Kedah,Assault,Robbery Solo,200,Subcategory
2022,Kedah,Property,Break In,1130,Subcategory
2022,Kedah,Property,Theft Other,1360,Subcategory
2022,Kedah,Property,Theft Vehicle,1268,Subcategory
2022,Kelantan,Assault,Assault,448,Main
2022,Kelantan,Property,Property,1758,Main
2022,Kelantan,Assault,Causing Injury,215,Subcategory
2022,Kelantan,Assault,Murder,6,Subcategory
2022,Kelantan,Assault,Rape,98,Subcategory
2022,Kelantan,Assault,Robbery Gang,67,Subcategory
2022,Kelantan,Assault,Robbery Solo,62,Subcategory
2022,Kelantan,Property,Break In,472,Subcategory
2022,Kelantan,Property,Theft Other,545,Subcategory
2022,Kelantan,Property,Theft Vehicle,741,Subcategory
2022,Melaka,Assault,Assault,264,Main
2022,Melaka,Property,Property,1033,Main
2022,Melaka,Assault,Causing Injury,125,Subcategory
2022,Melaka,Assault,Murder,5,Subcategory
2022,Melaka,Assault,Rape,59,Subcategory
2022,Melaka,Assault,Robbery Gang,41,Subcategory
2022,Melaka,Assault,Robbery Solo,34,Subcategory
2022,Melaka,Property,Break In,375,Subcategory
2022,Melaka,Property,Theft Other,404,Subcategory
2022,Melaka,Property,Theft Vehicle,254,Subcategory
2022,Negeri Sembilan,Assault,Assault,380,Main
2022,Negeri Sembilan,Property,Property,1404,Main
2022,Negeri Sembilan,Assault,Causing Injury,153,Subcategory
2022,Negeri Sembilan,Assault,Murder,9,Subcategory
2022,Negeri Sembilan,Assault,Rape,65,Subcategory
2022,Negeri Sembilan,Assault,Robbery Gang,69,Subcategory
2022,Negeri Sembilan,Assault,Robbery Solo,84,Subcategory
2022,Negeri Sembilan,Property,Break In,382,Subcategory
2022,Negeri Sembilan,Property,Theft Other,594,Subcategory
2022,Negeri Sembilan,Property,Theft Vehicle,428,Subcategory
2022,Pahang,Assault,Assault,395,Main
2022,Pahang,Property,Property,1489,Main
2022,Pahang,Assault,Causing Injury,192,Subcategory
2022,Pahang,Assault,Murder,11,Subcategory
2022,Pahang,Assault,Rape,118,Subcategory
2022,Pahang,Assault,Robbery Gang,42,Subcategory
2022,Pahang,Assault,Robbery Solo,32,Subcategory
2022,Pahang,Property,Break In,423,Subcategory
2022,Pahang,Property,Theft Other,648,Subcategory
2022,Pahang,Property,Theft Vehicle,418,Subcategory
2022,Perak,Assault,Assault,770,Main
2022,Perak,Property,Property,2490,Main
2022,Perak,Assault,Causing Injury,323,Subcategory
2022,Perak,Assault,Murder,27,Subcategory
2022,Perak,Assault,Rape,100,Subcategory
2022,Perak,Assault,Robbery Gang,205,Subcategory
2022,Perak,Assault,Robbery Solo,115,Subcategory
2022,Perak,Property,Break In,724,Subcategory
2022,Perak,Property,Theft Other,924,Subcategory
2022,Perak,Property,Theft Vehicle,842,Subcategory
2022,Perlis,Assault,Assault,82,Main
2022,Perlis,Property,Property,320,Main
2022,Perlis,Assault,Causing Injury,33,Subcategory
2022,Perlis,Assault,Murder,0,Subcategory
2022,Perlis,Assault,Rape,31,Subcategory
2022,Perlis,Assault,Robbery Gang,5,Subcategory
2022,Perlis,Assault,Robbery Solo,13,Subcategory
2022,Perlis,Property,Break In,101,Subcategory
2022,Perlis,Property,Theft Other,156,Subcategory
2022,Perlis,Property,Theft Vehicle,63,Subcategory
2022,Pulau Pinang,Assault,Assault,947,Main
2022,Pulau Pinang,Property,Property,2516,Main
