Year,State,Crime_Category,Crime_Type,Cases,Level
2022,Pulau Pinang,Assault,Causing Injury,405,Subcategory
2022,Pulau Pinang,Assault,Murder,10,Subcategory
2022,Pulau Pinang,Assault,Rape,124,Subcategory
2022,Pulau Pinang,Assault,Robbery Gang,214,Subcategory
2022,Pulau Pinang,Assault,Robbery Solo,194,Subcategory
2022,Pulau Pinang,Property,Break In,627,Subcategory
2022,Pulau Pinang,Property,Theft Other,1017,Subcategory
2022,Pulau Pinang,Property,Theft Vehicle,872,Subcategory
2022,Sabah,Assault,Assault,516,Main
2022,Sabah,Property,Property,3585,Main
2022,Sabah,Assault,Causing Injury,169,Subcategory
2022,Sabah,Assault,Murder,24,Subcategory
2022,Sabah,Assault,Rape,197,Subcategory
2022,Sabah,Assault,Robbery Gang,55,Subcategory
2022,Sabah,Assault,Robbery Solo,71,Subcategory
2022,Sabah,Property,Break In,1297,Subcategory
2022,Sabah,Property,Theft Other,1765,Subcategory
2022,Sabah,Property,Theft Vehicle,523,Subcategory
2022,Sarawak,Assault,Assault,588,Main
2022,Sarawak,Property,Property,3299,Main
2022,Sarawak,Assault,Causing Injury,306,Subcategory
2022,Sarawak,Assault,Murder,22,Subcategory
2022,Sarawak,Assault,Rape,119,Subcategory
2022,Sarawak,Assault,Robbery Gang,83,Subcategory
2022,Sarawak,Assault,Robbery Solo,58,Subcategory
2022,Sarawak,Property,Break In,891,Subcategory
2022,Sarawak,Property,Theft Other,1421,Subcategory
2022,Sarawak,Property,Theft Vehicle,987,Subcategory
2022,Selangor,Assault,Assault,2820,Main
2022,Selangor,Property,Property,10205,Main
2022,Selangor,Assault,Causing Injury,841,Subcategory
2022,Selangor,Assault,Murder,60,Subcategory
2022,Selangor,Assault,Rape,354,Subcategory
2022,Selangor,Assault,Robbery Gang,828,Subcategory
2022,Selangor,Assault,Robbery Solo,737,Subcategory
2022,Selangor,Property,Break In,2415,Subcategory
2022,Selangor,Property,Theft Other,3536,Subcategory
2022,Selangor,Property,Theft Vehicle,4254,Subcategory
2022,Terengganu,Assault,Assault,223,Main
2022,Terengganu,Property,Property,1254,Main
2022,Terengganu,Assault,Causing Injury,102,Subcategory
2022,Terengganu,Assault,Murder,4,Subcategory
2022,Terengganu,Assault,Rape,66,Subcategory
2022,Terengganu,Assault,Robbery Gang,25,Subcategory
2022,Terengganu,Assault,Robbery Solo,26,Subcategory
2022,Terengganu,Property,Break In,439,Subcategory
2022,Terengganu,Property,Theft Other,545,Subcategory
2022,Terengganu,Property,Theft Vehicle,270,Subcategory
2022,W.P. Kuala Lumpur,Assault,Assault,1049,Main
2022,W.P. Kuala Lumpur,Property,Property,3865,Main
2022,W.P. Kuala Lumpur,Assault,Causing Injury,308,Subcategory
2022,W.P. Kuala Lumpur,Assault,Murder,17,Subcategory
2022,W.P. Kuala Lumpur,Assault,Rape,75,Subcategory
2022,W.P. Kuala Lumpur,Assault,Robbery Gang,327,Subcategory
2022,W.P. Kuala Lumpur,Assault,Robbery Solo,322,Subcategory
2022,W.P. Kuala Lumpur,Property,Break In,542,Subcategory
2022,W.P. Kuala Lumpur,Property,Theft Other,1478,Subcategory
2022,W.P. Kuala Lumpur,Property,Theft Vehicle,1845,Subcategory
2022,W.P. Labuan,Assault,Assault,24,Main
2022,W.P. Labuan,Property,Property,87,Main
2022,W.P. Labuan,Assault,Causing Injury,9,Subcategory
2022,W.P. Labuan,Assault,Murder,0,Subcategory
2022,W.P. Labuan,Assault,Rape,14,Subcategory
2022,W.P. Labuan,Assault,Robbery Gang,0,Subcategory
2022,W.P. Labuan,Assault,Robbery Solo,1,Subcategory
2022,W.P. Labuan,Property,Break In,13,Subcategory
2022,W.P. Labuan,Property,Theft Other,67,Subcategory
2022,W.P. Labuan,Property,Theft Vehicle,7,Subcategory
2022,W.P. Putrajaya,Assault,Assault,15,Main
2022,W.P. Putrajaya,Property,Property,69,Main
2022,W.P. Putrajaya,Assault,Causing Injury,4,Subcategory
2022,W.P. Putrajaya,Assault,Murder,1,Subcategory
2022,W.P. Putrajaya,Assault,Rape,2,Subcategory
2022,W.P. Putrajaya,Assault,Robbery Gang,6,Subcategory
2022,W.P. Putrajaya,Assault,Robbery Solo,2,Subcategory
2022,W.P. Putrajaya,Property,Break In,17,Subcategory
2022,W.P. Putrajaya,Property,Theft Other,39,Subcategory
2022,W.P. Putrajaya,Property,Theft Vehicle,13,Subcategory
2023,Johor,Assault,Assault,1228,Main
2023,Johor,Property,Property,4102,Main
2023,Johor,Assault,Causing Injury,366,Subcategory
2023,Johor,Assault,Murder,31,Subcategory
2023,Johor,Assault,Rape,194,Subcategory
2023,Johor,Assault,Robbery Gang,394,Subcategory
2023,Johor,Assault,Robbery Solo,243,Subcategory
2023,Johor,Property,Break In,993,Subcategory
2023,Johor,Property,Theft Other,1335,Subcategory
2023,Johor,Property,Theft Vehicle,1774,Subcategory
2023,Kedah,Assault,Assault,720,Main
2023,Kedah,Property,Property,3847,Main
2023,Kedah,Assault,Causing Injury,260,Subcategory
2023,Kedah,Assault,Murder,19,Subcategory
2023,Kedah,Assault,Rape,184,Subcategory
2023,Kedah,Assault,Robbery Gang,137,Subcategory
2023,Kedah,Assault,Robbery Solo,120,Subcategory
2023,Kedah,Property,Break In,1353,Subcategory
2023,Kedah,Property,Theft Other,1295,Subcategory
2023,Kedah,Property,Theft Vehicle,1199,Subcategory
2023,Kelantan,Assault,Assault,390,Main
2023,Kelantan,Property,Property,1604,Main
2023,Kelantan,Assault,Causing Injury,147,Subcategory
2023,Kelantan,Assault,Murder,9,Subcategory
2023,Kelantan,Assault,Rape,130,Subcategory
2023,Kelantan,Assault,Robbery Gang,48,Subcategory
2023,Kelantan,Assault,Robbery Solo,56,Subcategory
2023,Kelantan,Property,Break In,443,Subcategory
2023,Kelantan,Property,Theft Other,485,Subcategory
2023,Kelantan,Property,Theft Vehicle,676,Subcategory
2023,Melaka,Assault,Assault,310,Main
2023,Melaka,Property,Property,1147,Main
2023,Melaka,Assault,Causing Injury,108,Subcategory
2023,Melaka,Assault,Murder,13,Subcategory
2023,Melaka,Assault,Rape,76,Subcategory
2023,Melaka,Assault,Robbery Gang,74,Subcategory
2023,Melaka,Assault,Robbery Solo,39,Subcategory
2023,Melaka,Property,Break In,428,Subcategory
2023,Melaka,Property,Theft Other,429,Subcategory
2023,Melaka,Property,Theft Vehicle,290,Subcategory
2023,Negeri Sembilan,Assault,Assault,417,Main
2023,Negeri Sembilan,Property,Property,1478,Main
2023,Negeri Sembilan,Assault,Causing Injury,152,Subcategory
2023,Negeri Sembilan,Assault,Murder,8,Subcategory
2023,Negeri Sembilan,Assault,Rape,63,Subcategory
2023,Negeri Sembilan,Assault,Robbery Gang,130,Subcategory
2023,Negeri Sembilan,Assault,Robbery Solo,64,Subcategory
2023,Negeri Sembilan,Property,Break In,398,Subcategory
2023,Negeri Sembilan,Property,Theft Other,643,Subcategory
2023,Negeri Sembilan,Property,Theft Vehicle,437,Subcategory
2023,Pahang,Assault,Assault,409,Main
2023,Pahang,Property,Property,1466,Main
2023,Pahang,Assault,Causing Injury,168,Subcategory
2023,Pahang,Assault,Murder,5,Subcategory
2023,Pahang,Assault,Rape,119,Subcategory
2023,Pahang,Assault,Robbery Gang,63,Subcategory
2023,Pahang,Assault,Robbery Solo,54,Subcategory
2023,Pahang,Property,Break In,387,Subcategory
2023,Pahang,Property,Theft Other,570,Subcategory
2023,Pahang,Property,Theft Vehicle,509,Subcategory
2023,Perak,Assault,Assault,852,Main
2023,Perak,Property,Property,2720,Main
2023,Perak,Assault,Causing Injury,334,Subcategory
2023,Perak,Assault,Murder,30,Subcategory
2023,Perak,Assault,Rape,114,Subcategory
2023,Perak,Assault,Robbery Gang,223,Subcategory
2023,Perak,Assault,Robbery Solo,151,Subcategory
2023,Perak,Property,Break In,835,Subcategory
2023,Perak,Property,Theft Other,1070,Subcategory
2023,Perak,Property,Theft Vehicle,815,Subcategory
2023,Perlis,Assault,Assault,75,Main
2023,Perlis,Property,Property,264,Main
2023,Perlis,Assault,Causing Injury,24,Subcategory
2023,Perlis,Assault,Murder,3,Subcategory
2023,Perlis,Assault,Rape,28,Subcategory
2023,Perlis,Assault,Robbery Gang,10,Subcategory
2023,Perlis,Assault,Robbery Solo,10,Subcategory
2023,Perlis,Property,Break In,94,Subcategory
2023,Perlis,Property,Theft Other,115,Subcategory
2023,Perlis,Property,Theft Vehicle,55,Subcategory
2023,Pulau Pinang,Assault,Assault,820,Main
2023,Pulau Pinang,Property,Property,2784,Main
2023,Pulau Pinang,Assault,Causing Injury,333,Subcategory
2023,Pulau Pinang,Assault,Murder,12,Subcategory
2023,Pulau Pinang,Assault,Rape,98,Subcategory
2023,Pulau Pinang,Assault,Robbery Gang,194,Subcategory
2023,Pulau Pinang,Assault,Robbery Solo,183,Subcategory
2023,Pulau Pinang,Property,Break In,745,Subcategory
2023,Pulau Pinang,Property,Theft Other,1181,Subcategory
2023,Pulau Pinang,Property,Theft Vehicle,858,Subcategory
2023,Sabah,Assault,Assault,534,Main
2023,Sabah,Property,Property,3583,Main
2023,Sabah,Assault,Causing Injury,176,Subcategory
2023,Sabah,Assault,Murder,26,Subcategory
2023,Sabah,Assault,Rape,225,Subcategory
2023,Sabah,Assault,Robbery Gang,50,Subcategory
2023,Sabah,Assault,Robbery Solo,57,Subcategory
2023,Sabah,Property,Break In,1370,Subcategory
2023,Sabah,Property,Theft Other,1699,Subcategory
2023,Sabah,Property,Theft Vehicle,514,Subcategory
2023,Sarawak,Assault,Assault,558,Main
2023,Sarawak,Property,Property,3487,Main
2023,Sarawak,Assault,Causing Injury,251,Subcategory
2023,Sarawak,Assault,Murder,13,Subcategory
2023,Sarawak,Assault,Rape,121,Subcategory
2023,Sarawak,Assault,Robbery Gang,119,Subcategory
2023,Sarawak,Assault,Robbery Solo,54,Subcategory
2023,Sarawak,Property,Break In,960,Subcategory
2023,Sarawak,Property,Theft Other,1390,Subcategory
2023,Sarawak,Property,Theft Vehicle,1137,Subcategory
2023,Selangor,Assault,Assault,2953,Main
2023,Selangor,Property,Property,10786,Main
2023,Selangor,Assault,Causing Injury,951,Subcategory
2023,Selangor,Assault,Murder,67,Subcategory
2023,Selangor,Assault,Rape,375,Subcategory
2023,Selangor,Assault,Robbery Gang,876,Subcategory
2023,Selangor,Assault,Robbery Solo,684,Subcategory
2023,Selangor,Property,Break In,2713,Subcategory
2023,Selangor,Property,Theft Other,3793,Subcategory
2023,Selangor,Property,Theft Vehicle,4280,Subcategory
2023,Terengganu,Assault,Assault,247,Main
2023,Terengganu,Property,Property,1123,Main
2023,Terengganu,Assault,Causing Injury,111,Subcategory
2023,Terengganu,Assault,Murder,6,Subcategory
2023,Terengganu,Assault,Rape,86,Subcategory
2023,Terengganu,Assault,Robbery Gang,25,Subcategory
2023,Terengganu,Assault,Robbery Solo,19,Subcategory
2023,Terengganu,Property,Break In,385,Subcategory
2023,Terengganu,Property,Theft Other,469,Subcategory
2023,Terengganu,Property,Theft Vehicle,269,Subcategory
2023,W.P. Kuala Lumpur,Assault,Assault,940,Main
2023,W.P. Kuala Lumpur,Property,Property,3600,Main
2023,W.P. Kuala Lumpur,Assault,Causing Injury,312,Subcategory
2023,W.P. Kuala Lumpur,Assault,Murder,16,Subcategory
2023,W.P. Kuala Lumpur,Assault,Rape,101,Subcategory
2023,W.P. Kuala Lumpur,Assault,Robbery Gang,265,Subcategory
2023,W.P. Kuala Lumpur,Assault,Robbery Solo,246,Subcategory
2023,W.P. Kuala Lumpur,Property,Break In,453,Subcategory
2023,W.P. Kuala Lumpur,Property,Theft Other,1363,Subcategory
2023,W.P. Kuala Lumpur,Property,Theft Vehicle,1784,Subcategory
2023,W.P. Labuan,Assault,Assault,19,Main
2023,W.P. Labuan,Property,Property,109,Main
2023,W.P. Labuan,Assault,Causing Injury,9,Subcategory
2023,W.P. Labuan,Assault,Murder,0,Subcategory
2023,W.P. Labuan,Assault,Rape,10,Subcategory
2023,W.P. Labuan,Assault,Robbery Gang,0,Subcategory
2023,W.P. Labuan,Assault,Robbery Solo,0,Subcategory
2023,W.P. Labuan,Property,Break In,26,Subcategory
2023,W.P. Labuan,Property,Theft Other,75,Subcategory
2023,W.P. Labuan,Property,Theft Vehicle,8,Subcategory
2023,W.P. Putrajaya,Assault,Assault,10,Main
2023,W.P. Putrajaya,Property,Property,60,Main
2023,W.P. Putrajaya,Assault,Causing Injury,3,Subcategory
2023,W.P. Putrajaya,Assault,Murder,1,Subcategory
2023,W.P. Putrajaya,Assault,Rape,4,Subcategory
2023,W.P. Putrajaya,Assault,Robbery Gang,1,Subcategory
2023,W.P. Putrajaya,Assault,Robbery Solo,1,Subcategory
2023,W.P. Putrajaya,Property,Break In,11,Subcategory
2023,W.P. Putrajaya,Property,Theft Other,24,Subcategory
2023,W.P. Putrajaya,Property,Theft Vehicle,25,Subcategory
